fight_id;fight_alternate_id;RedFighter;BlueFighter;RedOdds;BlueOdds;RedExpectedValue;BlueExpectedValue;Date;Location;Country;Winner;TitleBout;WeightClass;Gender;NumberOfRounds;BlueCurrentLoseStreak;BlueCurrentWinStreak;BlueDraws;BlueAvgSigStrLanded;BlueAvgSigStrPct;BlueAvgSubAtt;BlueAvgTDLanded;BlueAvgTDPct;BlueLongestWinStreak;BlueLosses;BlueTotalRoundsFought;BlueTotalTitleBouts;BlueWinsByDecisionMajority;BlueWinsByDecisionSplit;BlueWinsByDecisionUnanimous;BlueWinsByKO;BlueWinsBySubmission;BlueWinsByTKODoctorStoppage;BlueWins;BlueStance;BlueHeightCms;BlueReachCms;BlueWeightLbs;RedCurrentLoseStreak;RedCurrentWinStreak;RedDraws;RedAvgSigStrLanded;RedAvgSigStrPct;RedAvgSubAtt;RedAvgTDLanded;RedAvgTDPct;RedLongestWinStreak;RedLosses;RedTotalRoundsFought;RedTotalTitleBouts;RedWinsByDecisionMajority;RedWinsByDecisionSplit;RedWinsByDecisionUnanimous;RedWinsByKO;RedWinsBySubmission;RedWinsByTKODoctorStoppage;RedWins;RedStance;RedHeightCms;RedReachCms;RedWeightLbs;RedAge;BlueAge;LoseStreakDif;WinStreakDif;LongestWinStreakDif;WinDif;LossDif;TotalRoundDif;TotalTitleBoutDif;KODif;SubDif;HeightDif;ReachDif;AgeDif;SigStrDif;AvgSubAttDif;AvgTDDif;EmptyArena;BMatchWCRank;RMatchWCRank;RWFlyweightRank;RWFeatherweightRank;RWStrawweightRank;RWBantamweightRank;RHeavyweightRank;RLightHeavyweightRank;RMiddleweightRank;RWelterweightRank;RLightweightRank;RFeatherweightRank;RBantamweightRank;RFlyweightRank;RPFPRank;BWFlyweightRank;BWFeatherweightRank;BWStrawweightRank;BWBantamweightRank;BHeavyweightRank;BLightHeavyweightRank;BMiddleweightRank;BWelterweightRank;BLightweightRank;BFeatherweightRank;BBantamweightRank;BFlyweightRank;BPFPRank;BetterRank;Finish;FinishDetails;FinishRound;FinishRoundTime;TotalFightTimeSecs;RedDecOdds;BlueDecOdds;RSubOdds;BSubOdds;RKOOdds;BKOOdds
6395;20100925matt_serra-chris_lytle;Matt Serra;Chris Lytle;125,0;-135,0;125,0;74,0741;2010-09-25;Indianapolis, Indiana, USA; USA;Blue;False;Welterweight;MALE;3;0;3;0;30,2353;0,438;1,4706;0,5294;0,313;3;9;39;1;0;0;2;1;5;0;8;Orthodox;180,34;172,72;170;0;1;0;16,0769;0,369;0,7692;1,7692;0,294;2;6;32;3;1;1;2;2;1;0;7;Orthodox;167,64;172,72;170;36;36;0;2;1;1;-3;7;-2;-1;4;12,7;0,0;0;14,1584;0,7014;-1,2398;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;U-DEC;;3,0;5:00;900,0;;;;;;
6396;20100925sean_sherk-evan_dunham;Sean Sherk;Evan Dunham;167,0;-178,0;167,0;56,1798;2010-09-25;Indianapolis, Indiana, USA; USA;Red;False;Lightweight;MALE;3;0;4;0;30,25;0,373;0,75;1,75;0,563;4;0;10;0;0;2;0;1;1;0;4;Southpaw;177,8;177,8;155;1;0;0;34,2727;0,478;0,3636;4,0909;0,4;3;4;35;4;0;0;5;0;1;1;7;Orthodox;167,64;170,18;155;37;28;1;4;1;-3;4;-25;-4;0;0;10,16;7,62;9;-4,0227;0,3864;-2,3409;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;S-DEC;;3,0;5:00;900,0;;;;;;
6397;20100925melvin_guillard-jeremy_stephens;Melvin Guillard;Jeremy Stephens;-105,0;-105,0;95,2381;95,2381;2010-09-25;Indianapolis, Indiana, USA; USA;Red;False;Lightweight;MALE;3;0;2;0;28,1111;0,463;0,3333;1,0;0,456;2;4;22;0;0;1;1;2;0;1;5;Orthodox;172,72;180,34;145;0;2;0;13,4545;0,382;0,0909;1,1818;0,477;2;4;18;0;0;1;1;4;0;1;7;Orthodox;175,26;172,72;155;27;24;0;0;0;-2;0;4;0;-2;0;-2,54;7,62;3;14,6566;0,2424;-0,1818;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;S-DEC;;3,0;5:00;900,0;;;;;;
6398;20100925cb_dollaway-joe_doerksen;CB Dollaway;Joe Doerksen;-255,0;235,0;39,2157;235,0;2010-09-25;Indianapolis, Indiana, USA; USA;Red;False;Middleweight;MALE;3;0;1;0;15,1429;0,523;1,7143;1,7143;0,399;1;5;18;0;0;0;0;0;2;0;2;Orthodox;182,88;190,5;185;0;2;0;12,8333;0,422;0,8333;2,1667;0,552;2;2;10;1;0;0;2;1;1;0;4;Orthodox;187,96;193,04;185;27;32;0;-1;-1;-2;-3;8;-1;-1;1;-5,08;-2,54;-5;2,3095;0,881;-0,4524;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;SUB;Guillotine Choke;1,0;2:13;133,0;;;;;;
6399;20100925matt_mitrione-joey_beltran;Matt Mitrione;Joey Beltran;-174,0;164,0;57,4713;164,0;2010-09-25;Indianapolis, Indiana, USA; USA;Red;False;Heavyweight;MALE;3;0;2;0;59,5;0,52;0,0;0,0;0,0;2;0;5;0;0;0;1;1;0;0;2;Orthodox;185,42;190,5;185;0;2;0;29,0;0,595;2,0;0,0;0,0;2;0;4;0;0;0;0;2;0;0;2;Switch;190,5;200,66;265;32;28;0;0;0;0;0;1;0;-1;0;-5,08;-10,16;4;30,5;-2,0;0,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;U-DEC;;3,0;5:00;900,0;;;;;;
6400;20100925thiago_tavares-pat_audinwood;Thiago Tavares;Pat Audinwood;-280,0;240,0;35,7143;240,0;2010-09-25;Indianapolis, Indiana, USA; USA;Red;False;Lightweight;MALE;3;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;Orthodox;182,88;188,0;155;1;0;0;21,25;0,436;1,5;2,875;0,388;2;4;22;0;0;0;3;0;1;0;4;Orthodox;170,18;172,72;145;25;24;1;0;-2;-4;4;-22;0;0;-1;12,7;15,28;1;-21,25;-1,5;-2,875;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;SUB;Guillotine Choke;1,0;3:47;227,0;;;;;;
6401;20100925steve_lopez-waylon_lowe;Steve Lopez;Waylon Lowe;140,0;-160,0;140,0;62,5;2010-09-25;Indianapolis, Indiana, USA; USA;Blue;False;Lightweight;MALE;3;1;0;0;1,0;0,16;0,0;1,0;0,16;0;1;1;0;0;0;0;0;0;0;0;Southpaw;170,18;165,0;145;1;0;0;6,0;0,12;0,0;0,0;0,0;0;1;2;0;0;0;0;0;0;0;0;Orthodox;180,34;180,34;155;26;29;0;0;0;0;0;-1;0;0;0;-10,16;-15,34;-3;-5,0;0,0;1,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;S-DEC;;3,0;5:00;900,0;;;;;;
6402;20100925tj_grant-julio_paulino;TJ Grant;Julio Paulino;-220,0;180,0;45,4545;180,0;2010-09-25;Indianapolis, Indiana, USA; USA;Red;False;Welterweight;MALE;3;1;0;0;17,0;0,27;0,0;0,0;0,0;0;1;3;0;0;0;0;0;0;0;0;Orthodox;182,88;185,42;170;1;0;0;37,75;0,56;0,0;1,25;0,32;1;2;10;0;0;1;0;1;0;0;2;Orthodox;177,8;182,88;155;26;34;0;0;-1;-2;1;-7;0;-1;0;5,08;2,54;-8;-20,75;0,0;-1,25;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;U-DEC;;3,0;5:00;900,0;;;;;;
6403;20100925mark_hunt-sean_mccorkle;Mark Hunt;Sean McCorkle;-190,0;165,0;52,6316;165,0;2010-09-25;Indianapolis, Indiana, USA; USA;Blue;False;Heavyweight;MALE;3;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;Orthodox;200,66;205,74;265;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;Orthodox;177,8;182,88;265;36;34;0;0;0;0;0;0;0;0;0;22,86;22,86;2;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;SUB;Armbar;1,0;1:03;63,0;;;;;;
6404;20100915nate_marquardt-rousimar_palhares;Nate Marquardt;Rousimar Palhares;-235,0;215,0;42,5532;215,0;2010-09-15;Austin, Texas, USA; USA;Red;False;Middleweight;MALE;3;0;3;0;10,2;0,27;1,6;2,2;0,464;3;1;10;0;0;0;1;0;3;0;4;Orthodox;172,72;180,34;170;1;0;0;27,6364;0,553;0,9091;1,9091;0,564;4;3;25;1;0;0;3;3;2;0;8;Orthodox;182,88;187,96;185;31;30;1;3;-1;-4;2;-15;-1;-3;1;-10,16;-7,62;1;-17,4364;0,6909;0,2909;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;KO/TKO;Punches;1,0;3:28;208,0;;;;;;
6405;20100915efrain_escudero-charles_oliveira;Efrain Escudero;Charles Oliveira;-155,0;145,0;64,5161;145,0;2010-09-15;Austin, Texas, USA; USA;Blue;False;Lightweight;MALE;3;0;1;0;3,0;0,75;2,0;0,0;0,0;1;0;1;0;0;0;0;0;1;0;1;Orthodox;177,8;187,96;155;0;1;0;31,75;0,4;0,5;2,0;0,468;2;1;10;1;0;0;2;1;0;0;3;Orthodox;175,26;177,8;155;24;20;0;0;-1;-2;1;-9;-1;-1;1;2,54;10,16;4;-28,75;1,5;-2,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;SUB;Rear Naked Choke;3,0;2:25;745,0;;;;;;
6406;20100915jim_miller-gleison_tibau;Jim Miller;Gleison Tibau;-125,0;115,0;80,0;115,0;2010-09-15;Austin, Texas, USA; USA;Red;False;Lightweight;MALE;3;0;2;0;13,8182;0,355;0,9091;4,3636;0,593;3;4;25;0;0;0;4;1;2;0;7;Southpaw;177,8;180,34;155;0;4;0;28,1429;0,366;2,0;2,2857;0,406;4;1;18;0;0;0;3;1;2;0;6;Southpaw;172,72;180,34;155;27;26;0;-2;-1;1;-3;7;0;0;0;5,08;0,0;1;-14,3247;-1,0909;2,0779;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;U-DEC;;3,0;5:00;900,0;;;;;;
6407;20100915cole_miller-ross_pearson;Cole Miller;Ross Pearson;190,0;-210,0;190,0;47,619;2010-09-15;Austin, Texas, USA; USA;Red;False;Lightweight;MALE;3;0;3;0;62,3333;0,46;0,0;0,3333;0,333;3;0;8;1;0;0;2;0;0;1;3;Orthodox;172,72;175,26;155;0;1;0;14,7143;0,284;2,4286;0,2857;0,143;2;2;12;0;0;0;1;1;3;0;5;Orthodox;185,42;187,96;145;26;25;0;2;1;-2;2;-4;1;0;-3;-12,7;-12,7;1;47,619;-2,4286;0,0476;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;SUB;Rear Naked Choke;2,0;1:49;409,0;;;;;;
6408;20100915yves_edwards-john_gunderson;Yves Edwards;John Gunderson;105,0;-125,0;105,0;80,0;2010-09-15;Austin, Texas, USA; USA;Red;False;Lightweight;MALE;3;0;1;0;16,0;0,275;2,0;2,5;0,75;1;1;6;0;0;0;1;0;0;0;1;Orthodox;175,26;175,26;155;2;0;0;20,8;0,533;0,8;0,2;0,15;6;4;23;0;0;1;1;3;1;0;6;Southpaw;175,26;185,42;155;33;31;2;1;-5;-5;3;-17;0;-3;-1;0,0;-10,16;2;-4,8;1,2;2,3;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;U-DEC;;3,0;5:00;900,0;;;;;;
6409;20100915jared_hamman-kyle_kingsbury;Jared Hamman;Kyle Kingsbury;-185,0;160,0;54,0541;160,0;2010-09-15;Austin, Texas, USA; USA;Blue;False;Light Heavyweight;MALE;3;0;1;0;17,5;0,35;0,0;1,0;0,165;1;1;6;0;0;1;0;0;0;0;1;Orthodox;193,04;193,04;205;0;1;0;33,0;0,415;0,0;1,0;0,5;1;1;4;0;0;0;1;0;0;0;1;Orthodox;190,5;190,5;185;28;28;0;0;0;0;0;2;0;0;0;2,54;2,54;0;-15,5;0,0;0,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;U-DEC;;3,0;5:00;900,0;;;;;;
6410;20100915tomasz_drwal-david_branch;Tomasz Drwal;David Branch;-155,0;135,0;64,5161;135,0;2010-09-15;Austin, Texas, USA; USA;Blue;False;Middleweight;MALE;3;1;0;0;20,0;0,51;0,0;0,0;0,0;0;1;3;0;0;0;0;0;0;0;0;Orthodox;185,42;198,12;185;1;0;0;23,0;0,364;0,2;1,8;0,544;3;2;7;0;0;0;0;2;1;0;3;Orthodox;185,42;193,04;205;28;28;0;0;-3;-3;1;-4;0;-2;-1;0,0;5,08;0;-3,0;-0,2;-1,8;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;U-DEC;;3,0;5:00;900,0;;;;;;
6411;20100915rich_attonito-rafael_natal;Rich Attonito;Rafael Natal;168,0;-195,0;168,0;51,2821;2010-09-15;Austin, Texas, USA; USA;Red;False;Middleweight;MALE;3;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;Orthodox;182,88;193,04;185;0;1;0;24,0;0,36;0,0;1,0;0,33;1;0;2;0;0;0;0;1;0;0;1;Orthodox;177,8;182,88;170;33;27;0;-1;-1;-1;0;-2;0;-1;0;5,08;10,16;6;-24,0;0,0;-1,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;U-DEC;;3,0;5:00;900,0;;;;;;
6412;20100915tj_waldburger-david_mitchell;TJ Waldburger;David Mitchell;140,0;-160,0;140,0;62,5;2010-09-15;Austin, Texas, USA; USA;Red;False;Welterweight;MALE;3;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;Orthodox;182,88;193,04;170;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;Orthodox;180,34;190,5;170;22;30;0;0;0;0;0;0;0;0;0;2,54;2,54;-8;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;U-DEC;;3,0;5:00;900,0;;;;;;
6413;20100915brian_foster-forrest_petz;Brian Foster;Forrest Petz;-240,0;200,0;41,6667;200,0;2010-09-15;Austin, Texas, USA; USA;Red;False;Welterweight;MALE;3;2;0;0;30,5;0,32;0,0;1,1667;0,333;1;4;16;0;0;0;2;0;0;0;2;Orthodox;175,26;180,34;170;1;0;0;13,0;0,26;0,3333;1,0;0,5;1;2;5;0;0;0;0;1;0;0;1;Orthodox;175,26;180,34;170;26;34;-1;0;0;1;-2;11;0;-1;0;0,0;0,0;-8;17,5;-0,3333;0,1667;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;KO/TKO;Punches;1,0;1:07;67,0;;;;;;
6414;20100828frankie_edgar-bj_penn;Frankie Edgar;BJ Penn;248,0;-270,0;248,0;37,037;2010-08-28;Boston, Massachusetts, USA; USA;Red;True;Lightweight;MALE;5;1;0;0;40,6471;0,604;0,6471;1,2353;0,391;3;6;50;10;0;0;1;5;4;1;11;Orthodox;175,26;177,8;155;0;4;0;47,875;0,455;0,25;3,625;0,313;4;1;23;1;0;0;5;1;1;0;7;Orthodox;167,64;172,72;145;28;31;-1;-4;-1;4;-5;27;9;5;3;7,62;5,08;-3;-7,2279;0,3971;-2,3897;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;U-DEC;;5,0;5:00;1500,0;;;;;;
6415;20100828randy_couture-james_toney;Randy Couture;James Toney;-600,0;500,0;16,6667;500,0;2010-08-28;Boston, Massachusetts, USA; USA;Red;False;Heavyweight;MALE;3;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;Orthodox;175,26;183,0;220;0;2;0;34,7727;0,619;0,4091;2,3182;0,569;7;7;60;16;1;0;4;6;3;1;15;Orthodox;185,42;190,5;205;47;42;0;-2;-7;-15;7;-60;-16;-7;-3;-10,16;-7,5;5;-34,7727;-0,4091;-2,3182;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;SUB;Arm Triangle;1,0;3:19;199,0;;;;;;
6416;20100828demian_maia-mario_miranda;Demian Maia;Mario Miranda;-210,0;190,0;47,619;190,0;2010-08-28;Boston, Massachusetts, USA; USA;Red;False;Middleweight;MALE;3;0;1;0;29,0;0,53;0,0;1,5;0,5;1;1;3;0;0;0;0;1;0;0;1;Orthodox;190,5;187,96;185;1;0;0;12,0;0,454;1,125;1,375;0,368;5;2;17;1;0;0;1;0;5;0;6;Southpaw;185,42;182,88;170;32;31;1;1;-4;-5;1;-14;-1;1;-5;5,08;5,08;1;17,0;-1,125;0,125;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;U-DEC;;3,0;5:00;900,0;;;;;;
6417;20100828kenny_florian-gray_maynard;Kenny Florian;Gray Maynard;-140,0;130,0;71,4286;130,0;2010-08-28;Boston, Massachusetts, USA; USA;Blue;False;Lightweight;MALE;3;0;7;0;23,875;0,413;0,875;2,75;0,629;7;1;21;0;0;2;4;1;0;0;7;Orthodox;175,26;177,8;155;0;2;0;25,5714;0,475;0,8571;1,5;0,477;6;3;31;3;0;0;1;2;7;1;11;Southpaw;177,8;187,96;145;34;31;0;5;1;-4;2;-10;-3;-2;-7;-2,54;-10,16;3;-1,6964;0,0179;1,25;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;U-DEC;;3,0;5:00;900,0;;;;;;
6418;20100828nate_diaz-marcus_davis;Nate Diaz;Marcus Davis;-190,0;175,0;52,6316;175,0;2010-08-28;Boston, Massachusetts, USA; USA;Red;False;Welterweight;MALE;3;0;1;0;22,0769;0,508;0,9231;0,8462;0,289;6;4;25;0;0;1;1;3;4;0;9;Southpaw;177,8;177,8;170;0;1;0;24,1;0,424;1,3;1,2;0,428;5;3;21;1;0;1;0;1;5;0;7;Southpaw;182,88;193,04;170;25;37;0;0;1;2;-1;4;-1;2;-1;-5,08;-15,24;-12;-2,0231;-0,3769;-0,3538;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;SUB;Guillotine Choke;3,0;4:02;842,0;;;;;;
6419;20100828joe_lauzon-gabe_ruediger;Joe Lauzon;Gabe Ruediger;-320,0;290,0;31,25;290,0;2010-08-28;Boston, Massachusetts, USA; USA;Red;False;Lightweight;MALE;3;1;0;0;7,0;0,3;0,0;2,0;0,16;0;1;2;0;0;0;0;0;0;0;0;Orthodox;177,8;178,0;155;1;0;0;11,8571;0,524;2,4286;2,0;0,666;3;2;13;0;0;0;0;2;3;0;5;Orthodox;177,8;180,34;155;26;32;0;0;-3;-5;1;-11;0;-2;-3;0,0;-2,34;-6;-4,8571;-2,4286;0,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;SUB;Armbar;1,0;2:01;121,0;;;;;;
6420;20100828andre_winner-nik_lentz;Andre Winner;Nik Lentz;-115,0;105,0;86,9565;105,0;2010-08-28;Boston, Massachusetts, USA; USA;Blue;False;Lightweight;MALE;3;0;1;0;61,3333;0,433;2,0;4,0;0,46;1;1;9;0;0;0;2;0;0;0;2;Orthodox;172,72;172,72;155;0;2;0;40,3333;0,443;0,0;0,0;0,0;2;1;7;1;0;0;1;1;0;0;2;Orthodox;180,34;185,42;155;28;26;0;-1;-1;0;0;2;-1;-1;0;-7,62;-12,7;2;21,0;2,0;4,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;U-DEC;;3,0;5:00;900,0;;;;;;
6421;20100828dan_miller-john_salter;Dan Miller;John Salter;-230,0;190,0;43,4783;190,0;2010-08-28;Boston, Massachusetts, USA; USA;Red;False;Middleweight;MALE;3;0;1;0;5,0;0,255;0,0;1,0;0,29;1;1;4;0;0;0;0;1;0;0;1;Southpaw;185,42;187,96;185;3;0;0;18,6667;0,303;1,0;1,1667;0,183;3;3;14;0;0;0;1;0;2;0;3;Orthodox;185,42;187,96;185;29;25;3;1;-2;-2;2;-10;0;1;-2;0,0;0,0;4;-13,6667;-1,0;-0,1667;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;SUB;Guillotine Choke;2,0;1:53;413,0;;;;;;
6422;20100828nick_osipczak-greg_soto;Nick Osipczak;Greg Soto;-200,0;170,0;50,0;170,0;2010-08-28;Boston, Massachusetts, USA; USA;Blue;False;Welterweight;MALE;3;1;0;0;21,0;0,53;0,0;0,0;0,0;0;1;3;0;0;0;0;0;0;0;0;Orthodox;180,34;185,42;170;1;0;0;29,3333;0,53;1,0;1,0;0,5;2;1;7;0;0;0;0;1;1;0;2;Orthodox;187,96;193,04;170;25;24;0;0;-2;-2;0;-4;0;-1;-1;-7,62;-7,62;1;-8,3333;-1,0;-1,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;U-DEC;;3,0;5:00;900,0;;;;;;
6423;20100828mike_pierce-amilcar_alves;Mike Pierce;Amilcar Alves;-325,0;265,0;30,7692;265,0;2010-08-28;Boston, Massachusetts, USA; USA;Red;False;Welterweight;MALE;3;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;Southpaw;182,88;185,42;170;0;1;0;40,0;0,44;0,0;4,3333;0,547;1;1;9;0;0;0;2;0;0;0;2;Orthodox;172,72;177,8;170;29;22;0;-1;-1;-2;1;-9;0;0;0;10,16;7,62;7;-40,0;0,0;-4,3333;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;SUB;Armbar;3,0;3:11;791,0;;;;;;
6424;20100807anderson_silva-chael_sonnen;Anderson Silva;Chael Sonnen;-460,0;410,0;21,7391;410,0;2010-08-07;Oakland, California, USA; USA;Red;True;Middleweight;MALE;5;0;3;0;31,0;0,454;0,0;3,2857;0,511;3;3;17;0;0;0;4;0;0;0;4;Southpaw;185,42;187,96;205;0;11;0;33,0;0,749;0,2727;0,1818;0,182;11;0;24;7;0;0;2;7;2;0;11;Southpaw;187,96;195,58;185;35;33;0;-8;-8;-7;-3;-7;-7;-7;-2;-2,54;-7,62;2;-2,0;-0,2727;3,1039;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;SUB;Triangle Choke;5,0;3:10;1390,0;;;;;;
6425;20100807jon_fitch-thiago_alves;Jon Fitch;Thiago Alves;116,0;-126,0;116,0;79,3651;2010-08-07;Oakland, California, USA; USA;Red;False;Welterweight;MALE;3;1;0;0;29,3333;0,496;0,3333;0,5;0,333;7;3;27;1;0;0;2;6;0;1;9;Orthodox;175,26;177,8;170;0;4;0;35,8462;0,517;0,8462;3,0;0,539;8;1;37;1;0;1;7;1;3;0;12;Orthodox;182,88;193,04;170;32;26;-1;-4;-1;-3;-2;-10;0;6;-3;-7,62;-15,24;6;-6,5128;-0,5128;-2,5;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;U-DEC;;3,0;5:00;900,0;;;;;;
6426;20100807clay_guida-rafael_dos_anjos;Clay Guida;Rafael Dos Anjos;116,0;-126,0;116,0;79,3651;2010-08-07;Oakland, California, USA; USA;Red;False;Lightweight;MALE;3;0;3;0;30,8;0,384;1,6;2,6;0,42;3;2;14;0;0;0;2;0;1;0;3;Southpaw;172,72;177,8;170;0;1;0;31,3636;0,396;0,6364;3,2727;0,438;3;5;28;0;0;2;1;1;2;0;6;Orthodox;170,18;177,8;155;28;25;0;2;0;-3;3;-14;0;-1;-1;2,54;0,0;3;-0,5636;0,9636;-0,6727;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;SUB;Injury;3,0;1:51;711,0;;;;;;
6427;20100807matt_hughes-ricardo_almeida;Matt Hughes;Ricardo Almeida;178,0;-193,0;178,0;51,8135;2010-08-07;Oakland, California, USA; USA;Red;False;Welterweight;MALE;3;0;3;0;18,625;0,585;1,375;3,125;0,488;3;3;18;0;0;0;2;0;3;0;5;Orthodox;182,88;187,96;170;0;2;0;23,2727;0,552;0,6818;2,1364;0,554;6;5;48;12;0;0;5;6;4;2;17;Switch;175,26;185,42;170;36;33;0;1;-3;-12;2;-30;-12;-8;-1;7,62;2,54;3;-4,6477;0,6932;0,9886;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;SUB;Arm Triangle;1,0;3:15;195,0;;;;;;
6428;20100807roy_nelson-junior_dos_santos;Roy Nelson;Junior Dos Santos;315,0;-345,0;315,0;28,9855;2010-08-07;Oakland, California, USA; USA;Blue;False;Heavyweight;MALE;3;0;5;0;24,6;0,544;0,0;0,0;0,0;5;0;7;0;0;0;0;5;0;0;5;Orthodox;193,04;195,58;238;0;2;0;8,5;0,41;0,0;0,5;0,25;2;0;2;1;0;0;0;2;0;0;2;Orthodox;182,88;182,88;263;34;26;0;3;3;3;0;5;-1;3;0;10,16;12,7;8;16,1;0,0;-0,5;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;U-DEC;;3,0;5:00;900,0;;;;;;
6429;20100807dustin_hazelett-rick_story;Dustin Hazelett;Rick Story;-150,0;130,0;66,6667;130,0;2010-08-07;Oakland, California, USA; USA;Blue;False;Welterweight;MALE;3;0;3;0;29,25;0,328;2,0;3,0;0,678;3;1;11;0;0;2;0;0;1;0;3;Southpaw;175,26;180,34;170;1;0;0;14,375;0,413;1,625;0,25;0,25;3;3;12;0;0;0;1;0;4;0;5;Orthodox;185,42;193,04;170;24;25;1;3;0;-2;2;-1;0;0;-3;-10,16;-12,7;-1;14,875;0,375;2,75;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;KO/TKO;Punches;2,0;1:15;375,0;;;;;;
6430;20100807rodney_wallace-phil_davis;Rodney Wallace;Phil Davis;600,0;-900,0;600,0;11,1111;2010-08-07;Oakland, California, USA; USA;Blue;False;Light Heavyweight;MALE;3;0;2;0;31,0;0,615;1,0;2,0;0,475;2;0;4;0;0;0;1;0;1;0;2;Orthodox;187,96;200,66;205;2;0;0;24,5;0,465;1,5;9,0;0,65;0;2;6;0;0;0;0;0;0;0;0;Switch;175,26;182,88;205;28;25;2;2;2;2;2;-2;0;0;1;12,7;17,78;3;6,5;-0,5;-7,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;U-DEC;;3,0;5:00;900,0;;;;;;
6431;20100807johny_hendricks-charlie_brenneman;Johny Hendricks;Charlie Brenneman;-370,0;310,0;27,027;310,0;2010-08-07;Oakland, California, USA; USA;Red;False;Welterweight;MALE;3;0;1;0;33,0;0,62;0,0;6,0;0,6;1;0;3;0;0;0;1;0;0;0;1;Orthodox;177,8;182,88;155;0;3;0;36,3333;0,567;1,3333;5,0;0,5;3;0;7;0;1;0;1;1;0;0;3;Southpaw;175,26;175,26;185;26;29;0;-2;-2;-2;0;-4;0;-1;0;2,54;7,62;-3;-3,3333;-1,3333;1,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;KO/TKO;Punches;2,0;0:40;340,0;;;;;;
6432;20100807todd_brown-tim_boetsch;Todd Brown;Tim Boetsch;290,0;-350,0;290,0;28,5714;2010-08-07;Oakland, California, USA; USA;Blue;False;Light Heavyweight;MALE;3;1;0;0;25,5;0,475;0,0;0,25;0,125;1;2;7;0;0;0;0;2;0;0;2;Orthodox;182,88;187,96;185;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;Orthodox;180,34;188,0;205;33;29;-1;0;1;2;-2;7;0;2;0;2,54;-0,04;4;25,5;0,0;0,25;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;U-DEC;;3,0;5:00;900,0;;;;;;
